"","lneconaid","l.physint","l.polity2","l.lneconaid","l.lnrgdp","l.lnpop","colony","recep","donor"
"937",0,7,7,0,8.70695018768311,10.5717296600342,0,"Colombia","Denmark"
"939",0,8,-6,0,7.32119512557983,7.92201471328735,0,"Congo","Denmark"
"942",0,1,10,0,9.02689075469971,8.20174789428711,0,"Costa Rica","Denmark"
"943",0,5,-1,0,7.68453121185303,9.64697742462158,0,"Cote D'Ivoire","Denmark"
"944",0,1,1,0,9.06056213378906,8.41877937316895,0,"Croatia","Denmark"
"945",0,4,-7,0,8.60795497894287,9.31314468383789,0,"Cuba","Denmark"
"946",0,1,10,0,9.89546680450439,6.62498092651367,0,"Cyprus","Denmark"
"947",0,0,10,0,9.48868846893311,9.23805713653564,0,"Czech Republic","Denmark"
"948",0,0,10,0,10.2000150680542,8.57885456085205,0,"Denmark","Denmark"
"951",0,4,8,0,8.72762775421143,9.0155668258667,0,"Dominican Republic","Denmark"
"953",0,5,9,0,8.37573051452637,9.4458703994751,0,"Ecuador","Denmark"
"954",2.91630148887634,5,-6,2.21716165542603,8.39500713348389,11.1428279876709,0,"Egypt","Denmark"
"955",0,3,7,4.56581592559814,8.45717144012451,8.70090675354004,0,"El Salvador","Denmark"
"957",7.26639223098755,4,-6,0,6.33687877655029,8.343825340271,0,"Eritrea","Denmark"
"958",0,1,6,0,9.23757648468018,7.27238464355469,0,"Estonia","Denmark"
"959",0,5,1,0,6.58408689498901,11.0234956741333,0,"Ethiopia","Denmark"
"962",0,1,6,0,8.45048046112061,6.71030378341675,0,"Fiji","Denmark"
"963",0,0,10,0,9.97977256774902,8.54942798614502,0,"Finland","Denmark"
"964",0,2,9,0,10.0902223587036,10.9863300323486,0,"France","Denmark"
"966",0,2,-4,0,9.31616592407227,7.08264923095703,0,"Gabon","Denmark"
"967",0,2,-5,0,6.83022594451904,7.18813323974609,0,"Gambia","Denmark"
"968",0,6,5,0,8.21845054626465,8.5281810760498,0,"Georgia","Denmark"
"969",0,2,10,0,10.0989198684692,11.31773853302,0,"German Federal Republic","Denmark"
"970",5.00996685028076,2,2,6.16253089904785,7.10780191421509,9.86053943634033,0,"Ghana","Denmark"
"972",0,1,10,0,9.50950050354004,9.29908466339111,0,"Greece","Denmark"
"974",0,4,8,0,8.24909687042236,9.43086814880371,0,"Guatemala","Denmark"
"975",0,6,-1,0,7.84513425827026,9.03998851776123,0,"Guinea","Denmark"
"976",0,5,3,0,6.30133628845215,7.1304988861084,0,"Guinea-Bissau","Denmark"
"977",6.33572149276733,1,6,0,8.18595504760742,6.54990816116333,0,"Guyana","Denmark"
"978",0,6,2,0,7.56693696975708,8.86306095123291,0,"Haiti","Denmark"
"979",0,5,7,0,7.67970418930054,8.70683002471924,0,"Honduras","Denmark"
"981",0,1,10,0,9.28928852081299,9.23505210876465,0,"Hungary","Denmark"
"983",1.70294010639191,8,9,1.05431318283081,7.86056327819824,13.8022117614746,0,"India","Denmark"
"984",0.976395547389984,8,6,0,8.18751335144043,12.302939414978,0,"Indonesia","Denmark"
"985",0,8,3,0,8.66838645935059,11.0858249664307,0,"Iran (Persia)","Denmark"
"986",0,8,-9,0,7.87954521179199,10.0002212524414,0,"Iraq","Denmark"
"987",0,1,10,0,10.0514764785767,8.22930812835693,0,"Ireland","Denmark"
"988",0,5,10,0,9.95032405853271,8.65568828582764,0,"Israel","Denmark"
"989",0,3,10,0,9.99273490905762,10.9619140625,0,"Italy/Sardinia","Denmark"
"990",0,2,9,0,8.42088890075684,7.87834119796753,0,"Jamaica","Denmark"
"991",0,1,10,0,10.0633172988892,11.7500219345093,0,"Japan","Denmark"
"992",0,4,-2,0,8.26646518707275,8.48525428771973,0,"Jordan","Denmark"
"993",0,3,-4,0,8.71506500244141,9.72607803344727,0,"Kazakhstan","Denmark"
"994",3.643310546875,7,-2,5.27578449249268,7.13332796096802,10.3026266098022,0,"Kenya","Denmark"
"996",0,8,-9,0,7.16394662857056,9.99738788604736,0,"Korea, People's Republic of","Denmark"
"997",0,3,8,0,9.24967861175537,10.6751689910889,0,"Korea, Republic of","Denmark"
"999",0,3,-7,0,10.1402721405029,7.55236864089966,0,"Kuwait","Denmark"
"1000",4.34004402160645,2,-3,0,8.09208679199219,8.43939590454102,0,"Kyrgyz Republic","Denmark"
"1001",0,3,-7,6.26775741577148,7.15205717086792,8.587082862854,0,"Laos","Denmark"
"1002",0,1,8,0,9.0384578704834,7.7937970161438,0,"Latvia","Denmark"
"1004",0,0,2,0,7.50873804092407,7.51725435256958,0,"Lesotho","Denmark"
"1005",0,7,0,0,6.01332378387451,7.99774360656738,0,"Liberia","Denmark"
"1006",0,5,-7,0,9.24327659606934,8.51587390899658,0,"Libya","Denmark"
"1008",0,1,10,0,9.06805038452148,8.19734573364258,0,"Lithuania","Denmark"
"1010",0,2,6,0,8.53861236572266,7.61700201034546,0,"Macedonia (Former Yugoslav Republic of)","Denmark"
"1011",0,1,7,0,6.69820642471313,9.61880207061768,0,"Madagascar (Malagasy)","Denmark"
"1012",7.1088433265686,3,6,0,6.72395277023315,9.26987361907959,0,"Malawi","Denmark"
"1013",0,3,3,6.44882774353027,9.29201507568359,9.96901607513428,0,"Malaysia","Denmark"
"1015",3.36115097999573,1,6,0,7.02048540115356,9.2457447052002,0,"Mali","Denmark"
"1018",0,3,-6,0,7.30419969558716,7.85961389541626,0,"Mauritania","Denmark"
"1019",0,3,10,0,9.55147266387939,7.06418609619141,0,"Mauritius","Denmark"
"1020",0,5,6,0,8.94907665252686,11.4990978240967,0,"Mexico","Denmark"
"1023",0,2,7,0,7.68573045730591,8.39661502838135,0,"Moldova","Denmark"
"1025",0,1,10,0,7.31687355041504,7.84994745254517,0,"Mongolia","Denmark"
"1027",0,4,-6,0,8.22915363311768,10.2954216003418,0,"Morocco","Denmark"
"1028",7.76142835617065,5,6,7.77316999435425,6.95509672164917,9.75990200042725,0,"Mozambique","Denmark"
"1029",0,7,-7,0,6.77587985992432,10.6166820526123,0,"Myanmar (Burma)","Denmark"
"1032",0,5,6,0,8.50034236907959,7.4884672164917,0,"Namibia","Denmark"
"1034",4.39628553390503,6,6,7.59540033340454,7.23100471496582,10.0911026000977,0,"Nepal","Denmark"
"1035",0,0,10,0,10.146728515625,9.6685848236084,0,"Netherlands","Denmark"
"1037",0,0,10,0,9.91214942932129,8.23863220214844,0,"New Zealand","Denmark"
"1038",5.50768947601318,3,8,9.0994348526001,8.08697605133057,8.45660018920898,0,"Nicaragua","Denmark"
"1039",0,2,5,6.21051216125488,6.78414011001587,9.19911956787109,0,"Niger","Denmark"
"1040",0,6,4,0,6.96198749542236,11.6985511779785,0,"Nigeria","Denmark"
"1043",0,0,10,0,10.3845338821411,8.406174659729,0,"Norway","Denmark"
"1045",0,1,-9,0,9.67177772521973,7.80273246765137,0,"Oman","Denmark"
"1046",0,6,-6,0,7.81822109222412,11.8385972976685,0,"Pakistan","Denmark"
"1049",5.69516372680664,2,9,0,8.96486854553223,7.9344277381897,0,"Panama","Denmark"
"1050",0,3,10,0,8.47391986846924,8.47767639160156,0,"Papua New Guinea","Denmark"
"1051",0,3,7,0,8.52894592285156,8.60147190093994,0,"Paraguay","Denmark"
"1052",0,6,1,4.51860284805298,8.33137702941895,10.1862163543701,0,"Peru","Denmark"
"1053",3.45291018486023,6,8,0,8.14855575561523,11.2661800384521,0,"Philippines","Denmark"
"1054",0,0,9,0,9.02457237243652,10.5625534057617,0,"Poland","Denmark"
"1055",0,1,10,0,9.73076725006104,9.22786808013916,0,"Portugal","Denmark"
"1057",0,2,8,0,8.54644680023193,10.0204048156738,0,"Rumania","Denmark"
"1058",0,5,4,0,9.05150604248047,11.8948879241943,0,"Russia (Soviet Union)","Denmark"
"1059",0,5,-6,0,6.88243770599365,8.8943452835083,0,"Rwanda","Denmark"
"1071",0,6,-1,6.52117395401001,7.30812740325928,9.16187858581543,0,"Senegal","Denmark"
"1074",0,2,-2,0,10.2215051651001,8.29609775543213,0,"Singapore","Denmark"
"1075",0,1,9,0,9.16377067565918,8.5936222076416,0,"Slovakia","Denmark"
"1076",0,0,10,0,9.77340126037598,7.5624213218689,0,"Slovenia","Denmark"
"1079",0,4,9,3.39992904663086,8.97656154632568,10.6465578079224,0,"South Africa","Denmark"
"1080",0,1,10,0,9.83849906921387,10.6073179244995,0,"Spain","Denmark"
"1081",0,6,5,0,8.26993846893311,9.8555908203125,0,"Sri Lanka (Ceylon)","Denmark"
"1082",0,8,-7,0,6.88830757141113,10.436619758606,0,"Sudan","Denmark"
"1084",0,2,-9,0,9.02512550354004,7.00432825088501,0,"Swaziland","Denmark"
"1085",0,0,10,0,10.0926370620728,9.08984851837158,0,"Sweden","Denmark"
"1086",0,0,10,0,10.2390060424805,8.87338924407959,0,"Switzerland","Denmark"
"1087",0,5,-9,0,7.59819889068604,9.67337703704834,0,"Syria","Denmark"
"1088",0,1,9,0,9.81204319000244,9.99850082397461,0,"Taiwan","Denmark"
"1089",0,6,-1,0,7.27940845489502,8.749680519104,0,"Tajikistan","Denmark"
"1090",7.64200639724731,4,-1,4.65532398223877,6.70842599868774,10.4018411636353,0,"Tanzania/Tanganyika","Denmark"
"1091",4.89197254180908,2,9,3.7924211025238,8.76137161254883,11.0297718048096,0,"Thailand","Denmark"
"1092",0,4,-2,0,6.76690578460693,8.49631690979004,0,"Togo","Denmark"
"1094",0,1,10,0,9.40146446228027,7.03079557418823,0,"Trinidad and Tobago","Denmark"
"1095",0,2,-3,0,8.82362842559814,9.15679264068604,0,"Tunisia","Denmark"
"1096",0,7,7,0,8.60515689849854,11.1146650314331,0,"Turkey/Ottoman Empire","Denmark"
"1097",0,3,-9,0,8.79034519195557,8.39704132080078,0,"Turkmenistan","Denmark"
"1100",5.77015829086304,5,-4,0,6.9390697479248,10.0369310379028,0,"Uganda","Denmark"
"1101",0,2,7,0,8.44607925415039,10.8110542297363,0,"Ukraine","Denmark"
"1102",0,0,-8,0,10.2787609100342,7.75401830673218,0,"United Arab Emirates","Denmark"
"1103",0,1,10,0,10.0774126052856,10.9762058258057,0,"United Kingdom","Denmark"
"1104",0,1,10,0,10.4176139831543,12.5470666885376,0,"United States of America","Denmark"
"1105",0,1,10,0,9.30693244934082,8.10431098937988,0,"Uruguay","Denmark"
"1106",0,5,-9,0,8.18271541595459,10.1008338928223,0,"Uzbekistan","Denmark"
"1108",0,4,7,0,8.88089275360107,10.0502767562866,0,"Venezuela","Denmark"
"1109",6.30199193954468,4,-7,3.61574363708496,7.65994453430176,11.2579956054688,0,"Vietnam, Democratic Republic of","Denmark"
"1112",0,5,-2,0,6.91997051239014,9.73533630371094,0,"Yemen (Arab Republic of Yemen)","Denmark"
"1113",0,8,-6,0,7.56014823913574,9.27171802520752,0,"Yugoslavia (Serbia)","Denmark"
"1114",2.04289364814758,3,1,5.82050943374634,6.72789859771729,9.16845226287842,0,"Zambia","Denmark"
"1115",5.44409608840942,2,-3,4.40557622909546,8.07700347900391,9.39448738098145,0,"Zimbabwe (Rhodesia)","Denmark"
"1116",2.75621485710144,8,-7,1.59909868240356,6.78055810928345,10.1250591278076,0,"Afghanistan","Finland"
"1118",0,3,5,0,8.08874607086182,8.1482982635498,0,"Albania","Finland"
"1119",0.283632874488831,8,-3,0,8.63241672515869,10.3302717208862,0,"Algeria","Finland"
"1122",0,6,-3,0,7.54266405105591,9.2034273147583,0,"Angola","Finland"
"1125",1.22058773040771,4,8,0.196807160973549,9.35757732391357,10.5206661224365,0,"Argentina","Finland"
"1126",1.29246354103088,2,5,0,8.06196308135986,8.117995262146,0,"Armenia","Finland"
"1129",0,1,10,0,10.1524295806885,9.84406089782715,0,"Australia","Finland"
"1130",0,1,10,0,10.1701173782349,8.99841403961182,0,"Austria","Finland"
"1131",2.76274847984314,3,-7,0,8.05531311035156,8.95275115966797,0,"Azerbaijan","Finland"
"1133",0,3,-9,0,9.80116176605225,6.43395233154297,0,"Bahrain","Finland"
"1134",0,4,6,0.0545109547674656,7.49559736251831,11.7593421936035,0,"Bangladesh","Finland"
"1136",0,3,-7,0,9.13955307006836,9.24786472320557,0,"Belarus (Byelorussia)","Finland"
"1137",0,1,10,0,10.0771589279175,9.2373514175415,0,"Belgium","Finland"
"1139",0,0,6,0,7.10825252532959,8.73715686798096,0,"Benin","Finland"
"1141",0,3,-8,0,6.70122289657593,7.58153629302979,0,"Bhutan","Finland"
"1143",0,1,9,0,7.97766304016113,8.9874382019043,0,"Bolivia","Finland"
"1145",0,1,9,0,8.75113868713379,7.35820007324219,0,"Botswana","Finland"
"1146",0.691992521286011,4,8,0.103078208863735,8.85618114471436,12.0627431869507,0,"Brazil","Finland"
"1148",0,3,8,0,8.81994915008545,8.9737606048584,0,"Bulgaria","Finland"
"1149",2.52931332588196,2,-4,0,6.81341171264648,9.38339996337891,0,"Burkina Faso (Upper Volta)","Finland"
"1150",0.261136651039124,7,-1,0,6.71372127532959,8.6311092376709,0,"Burundi","Finland"
"1151",0.461726725101471,5,2,0,7.78129291534424,9.58019542694092,0,"Cambodia (Kampuchea)","Finland"
"1152",0,6,-4,0,6.16724395751953,10.3403549194336,0,"Cameroon","Finland"
"1153",0,0,10,0,10.1530771255493,10.3222408294678,0,"Canada","Finland"
"1156",0,3,5,0,6.83012866973877,8.14394187927246,0,"Central African Republic","Finland"
"1157",1.68301713466644,5,-2,0,6.78153419494629,9.00508689880371,0,"Chad","Finland"
"1158",2.38979387283325,4,8,2.65069532394409,9.3181324005127,9.6140832901001,0,"Chile","Finland"
"1159",1.92975401878357,6,-7,1.58904111385345,8.21372318267822,14.040864944458,0,"China","Finland"
"1160",0,7,7,0,8.70695018768311,10.5717296600342,0,"Colombia","Finland"
"1162",0,8,-6,0,7.32119512557983,7.92201471328735,0,"Congo","Finland"
"1165",0,1,10,0,9.02689075469971,8.20174789428711,0,"Costa Rica","Finland"
"1166",0,5,-1,0,7.68453121185303,9.64697742462158,0,"Cote D'Ivoire","Finland"
"1167",3.66746187210083,1,1,0,9.06056213378906,8.41877937316895,0,"Croatia","Finland"
"1168",0.528296291828156,4,-7,0,8.60795497894287,9.31314468383789,0,"Cuba","Finland"
"1169",0,1,10,0,9.89546680450439,6.62498092651367,0,"Cyprus","Finland"
"1170",0,0,10,0,9.48868846893311,9.23805713653564,0,"Czech Republic","Finland"
"1171",0,0,10,0,10.2000150680542,8.57885456085205,0,"Denmark","Finland"
"1174",0.879693210124969,4,8,0,8.72762775421143,9.0155668258667,0,"Dominican Republic","Finland"
"1176",2.53661012649536,5,9,0,8.37573051452637,9.4458703994751,0,"Ecuador","Finland"
"1177",2.58611226081848,5,-6,1.2553174495697,8.39500713348389,11.1428279876709,0,"Egypt","Finland"
"1178",0,3,7,0,8.45717144012451,8.70090675354004,0,"El Salvador","Finland"
"1180",0,4,-6,0,6.33687877655029,8.343825340271,0,"Eritrea","Finland"
"1181",7.72058725357056,1,6,5.04142236709595,9.23757648468018,7.27238464355469,0,"Estonia","Finland"
"1182",0.54801881313324,5,1,2.54110407829285,6.58408689498901,11.0234956741333,0,"Ethiopia","Finland"
"1185",0,1,6,0,8.45048046112061,6.71030378341675,0,"Fiji","Finland"
"1186",0,0,10,0,9.97977256774902,8.54942798614502,0,"Finland","Finland"
"1187",0,2,9,0,10.0902223587036,10.9863300323486,0,"France","Finland"
"1189",0,2,-4,0,9.31616592407227,7.08264923095703,0,"Gabon","Finland"
"1190",0,2,-5,0,6.83022594451904,7.18813323974609,0,"Gambia","Finland"
"1191",0,6,5,0,8.21845054626465,8.5281810760498,0,"Georgia","Finland"
"1192",0,2,10,0,10.0989198684692,11.31773853302,0,"German Federal Republic","Finland"
"1193",1.46897494792938,2,2,0,7.10780191421509,9.86053943634033,0,"Ghana","Finland"
"1195",0,1,10,0,9.50950050354004,9.29908466339111,0,"Greece","Finland"
"1197",0,4,8,0.667134702205658,8.24909687042236,9.43086814880371,0,"Guatemala","Finland"
"1198",0,6,-1,1.87555944919586,7.84513425827026,9.03998851776123,0,"Guinea","Finland"
"1199",0,5,3,0,6.30133628845215,7.1304988861084,0,"Guinea-Bissau","Finland"
"1200",0,1,6,0,8.18595504760742,6.54990816116333,0,"Guyana","Finland"
"1201",0,6,2,0,7.56693696975708,8.86306095123291,0,"Haiti","Finland"
"1202",0,5,7,0,7.67970418930054,8.70683002471924,0,"Honduras","Finland"
"1204",0,1,10,2.29591608047485,9.28928852081299,9.23505210876465,0,"Hungary","Finland"
"1206",0.296984106302261,8,9,0.136281535029411,7.86056327819824,13.8022117614746,0,"India","Finland"
"1207",0.649299442768097,8,6,2.85291147232056,8.18751335144043,12.302939414978,0,"Indonesia","Finland"
"1208",3.33287930488586,8,3,0,8.66838645935059,11.0858249664307,0,"Iran (Persia)","Finland"
"1209",4.91661739349365,8,-9,0,7.87954521179199,10.0002212524414,0,"Iraq","Finland"
"1210",0,1,10,0,10.0514764785767,8.22930812835693,0,"Ireland","Finland"
"1211",0,5,10,1.15823662281036,9.95032405853271,8.65568828582764,0,"Israel","Finland"
"1212",0,3,10,0,9.99273490905762,10.9619140625,0,"Italy/Sardinia","Finland"
"1213",0,2,9,0,8.42088890075684,7.87834119796753,0,"Jamaica","Finland"
"1214",0,1,10,0,10.0633172988892,11.7500219345093,0,"Japan","Finland"
"1215",0,4,-2,0,8.26646518707275,8.48525428771973,0,"Jordan","Finland"
"1216",0.549144864082336,3,-4,0,8.71506500244141,9.72607803344727,0,"Kazakhstan","Finland"
"1217",0.852244973182678,7,-2,4.16884183883667,7.13332796096802,10.3026266098022,0,"Kenya","Finland"
"1219",0,8,-9,0,7.16394662857056,9.99738788604736,0,"Korea, People's Republic of","Finland"
"1220",0,3,8,0,9.24967861175537,10.6751689910889,0,"Korea, Republic of","Finland"
"1222",0,3,-7,0,10.1402721405029,7.55236864089966,0,"Kuwait","Finland"
"1223",0,2,-3,5.12790632247925,8.09208679199219,8.43939590454102,0,"Kyrgyz Republic","Finland"
"1224",0,3,-7,2.28812146186829,7.15205717086792,8.587082862854,0,"Laos","Finland"
"1225",0,1,8,2.96888613700867,9.0384578704834,7.7937970161438,0,"Latvia","Finland"
"1227",0,0,2,0,7.50873804092407,7.51725435256958,0,"Lesotho","Finland"
"1228",0,7,0,0,6.01332378387451,7.99774360656738,0,"Liberia","Finland"
"1229",0,5,-7,0,9.24327659606934,8.51587390899658,0,"Libya","Finland"
"1231",0,1,10,2.95797276496887,9.06805038452148,8.19734573364258,0,"Lithuania","Finland"
"1233",0,2,6,0,8.53861236572266,7.61700201034546,0,"Macedonia (Former Yugoslav Republic of)","Finland"
"1234",0,1,7,0,6.69820642471313,9.61880207061768,0,"Madagascar (Malagasy)","Finland"
"1235",0.825449466705322,3,6,4.44759035110474,6.72395277023315,9.26987361907959,0,"Malawi","Finland"
"1236",4.14907503128052,3,3,2.01313185691833,9.29201507568359,9.96901607513428,0,"Malaysia","Finland"
"1238",0,1,6,0,7.02048540115356,9.2457447052002,0,"Mali","Finland"
"1241",0,3,-6,0,7.30419969558716,7.85961389541626,0,"Mauritania","Finland"
"1242",0,3,10,0,9.55147266387939,7.06418609619141,0,"Mauritius","Finland"
"1243",0.887633860111237,5,6,0,8.94907665252686,11.4990978240967,0,"Mexico","Finland"
"1246",1.87062525749207,2,7,0,7.68573045730591,8.39661502838135,0,"Moldova","Finland"
"1248",0,1,10,5.53120517730713,7.31687355041504,7.84994745254517,0,"Mongolia","Finland"
"1250",0,4,-6,0,8.22915363311768,10.2954216003418,0,"Morocco","Finland"
"1251",4.05025148391724,5,6,6.20003461837769,6.95509672164917,9.75990200042725,0,"Mozambique","Finland"
"1252",1.60167896747589,7,-7,0,6.77587985992432,10.6166820526123,0,"Myanmar (Burma)","Finland"
"1255",5.94649219512939,5,6,6.33232927322388,8.50034236907959,7.4884672164917,0,"Namibia","Finland"
"1257",0.487025678157806,6,6,3.32279849052429,7.23100471496582,10.0911026000977,0,"Nepal","Finland"
"1258",0,0,10,0,10.146728515625,9.6685848236084,0,"Netherlands","Finland"
"1260",0,0,10,0,9.91214942932129,8.23863220214844,0,"New Zealand","Finland"
"1261",4.08631086349487,3,8,8.22978019714355,8.08697605133057,8.45660018920898,0,"Nicaragua","Finland"
"1262",0,2,5,0,6.78414011001587,9.19911956787109,0,"Niger","Finland"
"1263",0.830229461193085,6,4,0,6.96198749542236,11.6985511779785,0,"Nigeria","Finland"
"1266",0,0,10,0,10.3845338821411,8.406174659729,0,"Norway","Finland"
"1268",0,1,-9,0,9.67177772521973,7.80273246765137,0,"Oman","Finland"
"1269",0.133084565401077,6,-6,0,7.81822109222412,11.8385972976685,0,"Pakistan","Finland"
"1272",0,2,9,0,8.96486854553223,7.9344277381897,0,"Panama","Finland"
"1273",1.89651226997375,3,10,0,8.47391986846924,8.47767639160156,0,"Papua New Guinea","Finland"
"1274",0,3,7,0,8.52894592285156,8.60147190093994,0,"Paraguay","Finland"
"1275",2.81431460380554,6,1,3.54865670204163,8.33137702941895,10.1862163543701,0,"Peru","Finland"
"1276",1.15350329875946,6,8,0,8.14855575561523,11.2661800384521,0,"Philippines","Finland"
"1277",0,0,9,2.38629603385925,9.02457237243652,10.5625534057617,0,"Poland","Finland"
"1278",0,1,10,0,9.73076725006104,9.22786808013916,0,"Portugal","Finland"
"1280",0,2,8,0,8.54644680023193,10.0204048156738,0,"Rumania","Finland"
"1281",2.68774676322937,5,4,1.45344352722168,9.05150604248047,11.8948879241943,0,"Russia (Soviet Union)","Finland"
"1282",0,5,-6,0,6.88243770599365,8.8943452835083,0,"Rwanda","Finland"
"1294",0.949394762516022,6,-1,0,7.30812740325928,9.16187858581543,0,"Senegal","Finland"
"1297",0,2,-2,0,10.2215051651001,8.29609775543213,0,"Singapore","Finland"
"1298",0,1,9,0,9.16377067565918,8.5936222076416,0,"Slovakia","Finland"
"1299",0,0,10,0,9.77340126037598,7.5624213218689,0,"Slovenia","Finland"
"1302",5.30879497528076,4,9,2.20564579963684,8.97656154632568,10.6465578079224,0,"South Africa","Finland"
"1303",0,1,10,0,9.83849906921387,10.6073179244995,0,"Spain","Finland"
"1304",0.959855675697327,6,5,1.56020748615265,8.26993846893311,9.8555908203125,0,"Sri Lanka (Ceylon)","Finland"
"1305",0,8,-7,0,6.88830757141113,10.436619758606,0,"Sudan","Finland"
"1307",0,2,-9,0,9.02512550354004,7.00432825088501,0,"Swaziland","Finland"
"1308",0,0,10,0,10.0926370620728,9.08984851837158,0,"Sweden","Finland"
"1309",0,0,10,0,10.2390060424805,8.87338924407959,0,"Switzerland","Finland"
"1310",0,5,-9,0,7.59819889068604,9.67337703704834,0,"Syria","Finland"
"1311",0,1,9,0,9.81204319000244,9.99850082397461,0,"Taiwan","Finland"
"1312",0,6,-1,0,7.27940845489502,8.749680519104,0,"Tajikistan","Finland"
"1313",5.26360511779785,4,-1,5.53634643554688,6.70842599868774,10.4018411636353,0,"Tanzania/Tanganyika","Finland"
"1314",1.35289824008942,2,9,0.439527779817581,8.76137161254883,11.0297718048096,0,"Thailand","Finland"
"1315",0,4,-2,0,6.76690578460693,8.49631690979004,0,"Togo","Finland"
"1317",0,1,10,0,9.40146446228027,7.03079557418823,0,"Trinidad and Tobago","Finland"
"1318",0,2,-3,0,8.82362842559814,9.15679264068604,0,"Tunisia","Finland"
"1319",0.950813353061676,7,7,5.01012325286865,8.60515689849854,11.1146650314331,0,"Turkey/Ottoman Empire","Finland"
"1320",1.83236122131348,3,-9,0,8.79034519195557,8.39704132080078,0,"Turkmenistan","Finland"
"1323",2.35633158683777,5,-4,5.47391080856323,6.9390697479248,10.0369310379028,0,"Uganda","Finland"
"1324",0,2,7,0,8.44607925415039,10.8110542297363,0,"Ukraine","Finland"
"1325",0,0,-8,0,10.2787609100342,7.75401830673218,0,"United Arab Emirates","Finland"
"1326",0,1,10,0,10.0774126052856,10.9762058258057,0,"United Kingdom","Finland"
"1327",0,1,10,0,10.4176139831543,12.5470666885376,0,"United States of America","Finland"
"1328",0,1,10,0,9.30693244934082,8.10431098937988,0,"Uruguay","Finland"
"1329",0,5,-9,0,8.18271541595459,10.1008338928223,0,"Uzbekistan","Finland"
"1331",0,4,7,0,8.88089275360107,10.0502767562866,0,"Venezuela","Finland"
"1332",4.00536155700684,4,-7,0,7.65994453430176,11.2579956054688,0,"Vietnam, Democratic Republic of","Finland"
"1335",0,5,-2,0,6.91997051239014,9.73533630371094,0,"Yemen (Arab Republic of Yemen)","Finland"
"1336",5.77815723419189,8,-6,0,7.56014823913574,9.27171802520752,0,"Yugoslavia (Serbia)","Finland"
"1337",4.27920722961426,3,1,6.83286714553833,6.72789859771729,9.16845226287842,0,"Zambia","Finland"
"1338",1.99602079391479,2,-3,0,8.07700347900391,9.39448738098145,0,"Zimbabwe (Rhodesia)","Finland"
"1339",0,8,-7,1.29502201080322,6.78055810928345,10.1250591278076,0,"Afghanistan","France"
"1341",3.15934348106384,3,5,2.40697765350342,8.08874607086182,8.1482982635498,0,"Albania","France"
"1342",5.53794813156128,8,-3,4.18342399597168,8.63241672515869,10.3302717208862,1,"Algeria","France"
"1345",4.91323757171631,6,-3,5.09625720977783,7.54266405105591,9.2034273147583,0,"Angola","France"
"1348",1.52331602573395,4,8,1.93804907798767,9.35757732391357,10.5206661224365,0,"Argentina","France"
"1349",2.76635932922363,2,5,2.74124574661255,8.06196308135986,8.117995262146,0,"Armenia","France"
"1352",0,1,10,0,10.1524295806885,9.84406089782715,0,"Australia","France"
"1353",0,1,10,0,10.1701173782349,8.99841403961182,0,"Austria","France"
"1354",2.22310829162598,3,-7,3.60182476043701,8.05531311035156,8.95275115966797,0,"Azerbaijan","France"
"1356",3.49917149543762,3,-9,4.77016305923462,9.80116176605225,6.43395233154297,0,"Bahrain","France"
"1357",3.46537661552429,4,6,3.56419467926025,7.49559736251831,11.7593421936035,0,"Bangladesh","France"
"1359",0.301728695631027,3,-7,0.143051773309708,9.13955307006836,9.24786472320557,0,"Belarus (Byelorussia)","France"
"1360",0,1,10,0,10.0771589279175,9.2373514175415,0,"Belgium","France"
"1362",9.29697036743164,0,6,8.29940223693848,7.10825252532959,8.73715686798096,1,"Benin","France"
"1364",0,3,-8,1.55177628993988,6.70122289657593,7.58153629302979,0,"Bhutan","France"
"1366",0,1,9,1.54711723327637,7.97766304016113,8.9874382019043,0,"Bolivia","France"
"1368",5.1922755241394,1,9,5.35212135314941,8.75113868713379,7.35820007324219,0,"Botswana","France"
"1369",2.24494957923889,4,8,2.90161728858948,8.85618114471436,12.0627431869507,0,"Brazil","France"
"1371",2.86013793945312,3,8,3.53852581977844,8.81994915008545,8.9737606048584,0,"Bulgaria","France"
"1372",8.6798267364502,2,-4,7.64742422103882,6.81341171264648,9.38339996337891,1,"Burkina Faso (Upper Volta)","France"
"1373",6.90710830688477,7,-1,7.16318845748901,6.71372127532959,8.6311092376709,0,"Burundi","France"
"1374",6.16718721389771,5,2,7.13282489776611,7.78129291534424,9.58019542694092,1,"Cambodia (Kampuchea)","France"
"1375",7.59307527542114,6,-4,8.91311454772949,6.16724395751953,10.3403549194336,1,"Cameroon","France"
"1376",0,0,10,0,10.1530771255493,10.3222408294678,0,"Canada","France"
"1379",8.55528354644775,3,5,8.82165813446045,6.83012866973877,8.14394187927246,1,"Central African Republic","France"
"1380",8.00963401794434,5,-2,7.82777786254883,6.78153419494629,9.00508689880371,1,"Chad","France"
"1381",4.33808898925781,4,8,4.29217433929443,9.3181324005127,9.6140832901001,0,"Chile","France"
"1382",3.1418240070343,6,-7,4.47999334335327,8.21372318267822,14.040864944458,0,"China","France"
"1383",0.708961129188538,7,7,3.47803521156311,8.70695018768311,10.5717296600342,1,"Colombia","France"
"1385",8.15130996704102,8,-6,8.63967227935791,7.32119512557983,7.92201471328735,1,"Congo","France"
